iter	Logloss
697	0.2151387293
698	0.214959863
699	0.2145181853
700	0.2140851614
701	0.2138645809
702	0.2135434078
703	0.2132743805
704	0.2130003132
705	0.212630179
706	0.2122877278
707	0.2121295152
708	0.2118639354
709	0.2114552131
710	0.210997344
711	0.2108696659
712	0.2102482327
713	0.2101894442
714	0.2097037385
715	0.2094769164
716	0.2092482462
717	0.2088486026
718	0.2085678055
719	0.2081993023
720	0.207895414
721	0.2077511905
722	0.2074115262
723	0.207061374
724	0.2067636578
725	0.2064966988
726	0.2062288335
727	0.2061232036
728	0.2057292361
729	0.2056186222
730	0.2054174598
731	0.2050149838
732	0.2046166534
733	0.2042561252
734	0.2040046624
735	0.2036160492
736	0.2033896869
737	0.2028946121
738	0.2024607101
739	0.2020271968
740	0.20172407
741	0.2014468653
742	0.2013212709
743	0.2011397815
744	0.2009185291
745	0.2007835487
746	0.2003845593
747	0.200258789
748	0.2000085524
749	0.1997454096
750	0.1995439767
751	0.1987970164
752	0.1985643742
753	0.1982947329
754	0.1980484323
755	0.1974237916
756	0.1972343963
757	0.196903821
758	0.1966459661
759	0.1963435776
760	0.1961007032
761	0.1959713547
762	0.195489603
763	0.1952730888
764	0.1950313103
765	0.1947389234
766	0.1942771812
767	0.1938721266
768	0.1934878211
769	0.1932797282
770	0.1929074753
771	0.1926952471
772	0.192401766
773	0.1921676187
774	0.1919470281
775	0.1917365952
776	0.1916460736
777	0.191376123
778	0.1908526986
779	0.1907193729
780	0.1903705808
781	0.1902331465
782	0.1900021872
783	0.1898125045
784	0.1896316363
785	0.1893232439
786	0.1891669195
787	0.1890576234
788	0.1887137995
789	0.1885821291
790	0.1882866424
791	0.1878104248
792	0.1874998166
793	0.1872083433
794	0.1870701542
795	0.186693244
796	0.1862947104
797	0.1860545945
798	0.1858534299
799	0.1855253528
800	0.1852746578
801	0.1848374533
802	0.1844025061
803	0.1842218965
804	0.1839255557
805	0.1835892828
806	0.1831196489
807	0.1827953358
808	0.1824221477
809	0.1820231976
810	0.1815590465
811	0.1813033659
812	0.181049357
813	0.1807820413
814	0.1804757557
815	0.1798338051
816	0.1796503311
817	0.1793828126
818	0.1792932087
819	0.1790651775
820	0.1787370017
821	0.1785641223
822	0.1783456631
823	0.178150115
824	0.1780579265
825	0.1777263887
826	0.1775872582
827	0.1774050582
828	0.1772249827
829	0.1769804324
830	0.1766465699
831	0.1763826253
832	0.1759360331
833	0.1754904656
834	0.1753818705
835	0.1752630373
836	0.1750388572
837	0.1746358495
838	0.1744194844
839	0.1741524234
840	0.1737315165
841	0.173336394
842	0.1731244455
843	0.1729794969
844	0.1724674311
845	0.1720871925
846	0.1718799145
847	0.1715478213
848	0.1713420981
849	0.1712037023
850	0.1708530726
851	0.1706417233
852	0.1704160337
853	0.1701360189
854	0.1699782752
855	0.1697211873
856	0.1694881076
857	0.1693775138
858	0.1691057172
859	0.1689489496
860	0.168752115
861	0.1686189889
862	0.168481221
863	0.1683138583
864	0.1680666266
865	0.1679199416
866	0.1677030375
867	0.1673748629
868	0.167271004
869	0.1671378496
870	0.1669071769
871	0.1666601916
872	0.1664465761
873	0.1661611222
874	0.1659705853
875	0.1657858007
876	0.1656641963
877	0.1654479547
878	0.1653652419
879	0.1650997326
880	0.1649010281
881	0.1647312301
882	0.164618199
883	0.1644229897
884	0.1642495095
885	0.1640955279
886	0.1638693126
887	0.1635419841
888	0.1633301324
889	0.1632292153
890	0.1631438625
891	0.1629182243
892	0.1627305567
893	0.1624756079
894	0.1623524309
895	0.1621562254
896	0.1619670716
897	0.1617351136
898	0.1616937385
899	0.1614708088
900	0.1612817629
901	0.1612004352
902	0.1610279286
903	0.1608380911
904	0.1605790699
905	0.1603050251
906	0.1600350005
907	0.1598017964
908	0.1594449134
909	0.1591392225
910	0.158852787
911	0.1586757884
912	0.1584600817
913	0.1583010004
914	0.15817188
915	0.1579348096
916	0.1576659202
917	0.1575256077
918	0.1573612543
919	0.1572334248
920	0.156977703
921	0.1568034651
922	0.1565153735
923	0.1562098414
924	0.156015449
925	0.1558983307
926	0.1554813277
927	0.1552044317
928	0.1548878092
929	0.1548459287
930	0.1546507981
931	0.1543519582
932	0.153979269
933	0.1537783058
934	0.153630709
935	0.1534401899
936	0.1533342574
937	0.1532647976
938	0.1531270103
939	0.1529158074
940	0.1526470802
941	0.1525436269
942	0.1523759779
943	0.1521631422
944	0.1519107582
945	0.1515735652
946	0.151435442
947	0.151206379
948	0.1510079177
949	0.1505395957
950	0.1502097936
951	0.1499609251
952	0.1497617533
953	0.1495520951
954	0.1494022693
955	0.149232177
956	0.1489963807
957	0.1488318826
958	0.1486234297
959	0.1484740086
960	0.1482459288
961	0.1480660125
962	0.1479433901
963	0.1477956548
964	0.1475597267
965	0.147405069
966	0.1472861211
967	0.1469255969
968	0.1467782801
969	0.1465188702
970	0.146306934
971	0.146057228
972	0.1457977743
973	0.1455659525
974	0.1454694089
975	0.1453312246
976	0.145177569
977	0.1449623885
978	0.1447579552
979	0.1446184465
980	0.1443934651
981	0.1441256031
982	0.1437974962
983	0.1436137745
984	0.143421832
985	0.1432755804
986	0.1431089207
987	0.1428337085
988	0.1424836665
989	0.1423554817
990	0.1422368366
991	0.1418586529
992	0.1417074071
993	0.1414950456
994	0.1413403828
995	0.1411869448
996	0.1408655767
997	0.1406530995
998	0.140452489
999	0.140343973
